,label,processed_study,processed_condition
5558,1,leucovorin leucovorin,mucin adenocarcinom colon diagnos docu brain metastas mucinous adenocarcinoma colon diagnosis document brain metastases
5559,0,sunitinib sunitinib,neuroendocrin tum diagnos tot abstin neuroendocrine tumors diagnosis total abstinence
5560,0,immunoglobulin g immunoglobulin g,pancr neuroendocrin tum gon diagnos cyst les pancreatic neuroendocrine tumor go diagnosis cystic lesions
5561,1,goserelin goserelin,prevy tre prost cant previous treatment prostate cancer
5562,1,vinorelbin vinorelbine,evid tum relaps pri adjuv therapy evidence tumor relapse prior adjuvant therapy
5563,1,rituximab rituximab,known involv cent nerv system lymphom know involvement central nervous system lymphoma
5564,1,gemcitabin gemcitabine,stag ii non smal cel lung cant diagnos paty pri concur malign exceiv follow stage iiia non small cell lung cancer diagnosis patient prior concurrent malignancy except follow
5565,1,851b 851b,papillomavir infect diagnos drug known maj org tox papillomavirus infections diagnosis drug know major organ toxicity
5566,1,bb one thousand one hundred and on bb one thousand one hundred and one,refract plasm cel myelom diagnos concomit high dos corticosteroid part tre protocol concur us corticosteroid exceiv refractory plasma cell myeloma diagnosis concomitant high dose corticosteroids part treatment protocol concurrent use corticosteroids exception
5567,1,ifosfamid ifosfamide,diffus larg cel lymphom diagnos paty known hiv posit without clin evid immunocomprom stat elig tri paty hiv antiretrovir therapy zidovudin azt stavudin without pri acquir immunodeficy syndrom aid defin condit adequ cdfour count greater_than four00 elig diffuse large cell lymphoma diagnosis patients know hiv positive without clinical evidence immunocompromised state eligible trial patients hiv antiretroviral therapy zidovudine azt stavudine without prior acquire immunodeficiency syndrome aid define condition adequate cdfour count greater_than four00 eligible
5568,1,vemurafenib vemurafenib,melanom diagnos hist cur evid cent ser retinopathy_csr retin vein occlud rvo hist retin deg diseas melanoma diagnosis history current evidence central serous retinopathy_csr retinal vein occlusion rvo history retinal degenerative disease
5569,1,busulf busulfan,reg neuroblastom diagnos fem paty lact must agr stop breast fee regional neuroblastoma diagnosis female patients lactate must agree stop breast feed
5570,0,cyclophosphamid cyclophosphamide,ren cant diagnos tot bilirubin less eq doc mg dl exceiv paty gilbert syndrom must tot bilirubin less doc mg dl renal cancer diagnosis total bilirubin less equal doc mg dl except patients gilberts syndrome must total bilirubin less doc mg dl
5571,1,triptorelin pamo triptorelin pamoate,sarcom diagnos pregn sarcoma diagnosis pregnant
5572,1,lipegfilgrastim lipegfilgrastim,breast cant diagnos pregn breast cancer diagnosis pregnancy
5573,1,antibody monoclon antibodies monoclonal,smal intestin lymphom diagnos paty poor control hypertend multipl antihypertend small intestine lymphoma diagnosis patient poorly control hypertension multiple antihypertensives
5574,1,vaccin vaccines,liv cel carcinom adult diagnos fem child bear pot premenopaus surg steril must neg ser hcg pregn test within day fourteen day zero liver cell carcinoma adult diagnosis females child bear potential premenopausal surgically sterilize must negative serum hcg pregnancy test within day fourteen day zero
5575,0,pain therapy pain therapy,breast cant diagnos perform stat breast cancer diagnosis performance status
5576,0,paclitaxel paclitaxel,recur breast carcinom diagnos absolv neutrophil count greater_than equal_than on fiv hundr ul recurrent breast carcinoma diagnosis absolute neutrophil count greater_than equal_than one five hundred ul
5577,0,vincristin vincristine,neuroblastom diagnos dyspne rest neuroblastoma diagnosis dyspnea rest
5578,0,proton beam rady therapy proton beam radiation therapy,breast cant diagnos sln ident intern mam nod breast cancer diagnosis sln identify internal mammary nod
5579,0,cyclophosphamid cyclophosphamide,lymphom diagnos endocrin therapy lymphoma diagnosis endocrine therapy
5580,1,everolim everolimus,symptom congest heart fail new york heart assocy class ii iv symptomatic congestive heart failure new york heart association class iii iv
5581,0,antibody antibodies,stag ii squam cel carcinom lip or cav diagnos non heal wound within past four week stage iii squamous cell carcinoma lip oral cavity diagnosis non heal wound within past four weeks
5582,0,aldesleukin aldesleukin,stag iv grad on follicul lymphom diagnos neg pregn test stage iv grade one follicular lymphoma diagnosis negative pregnancy test
5583,1,pharmacolog study pharmacological study,prost cant diagnos paty permit receiv twentyfo month neoadjuv adjuv hormon abl conjunct prim definit therapy androg depr must complet least six month pri reg testosteron level must greater_than fifty compl altern therapy st prostate cancer diagnosis patients permit receive twentyfour months neoadjuvant adjuvant hormone ablation conjunction primary definitive therapy androgen deprivation must complete least six months prior registration testosterone level must greater_than fifty complementary alternative therapy st
5584,1,cediranib cediranib,recur ov carcinom diagnos ca on hundr twentyf diseas without rec doc meas otherw evalu diseas recurrent ovarian carcinoma diagnosis ca one hundred twentyfive disease without recist doc measurable otherwise evaluable disease
5585,1,methamphetamin methamphetamine,melanom diagnos prevy rady therapy lung up abdom melanoma diagnosis previous radiation therapy lungs upper abdomen
5586,1,lab biomark analys laboratory biomarker analysis,uncontrol brain metastas includ symptom les les requir glucocorticoid anticonvuls suppress symptom uncontrolled brain metastases include symptomatic lesions lesions require glucocorticoids anticonvulsants suppress symptoms
5587,0,fluorouracil fluorouracil,prim tum ton ttwo nzero mzero primary tumor tone ttwo nzero mzero
5588,1,gemcitabin gemcitabine,pancr cant diagnos cardiovascul diseas problem includ unst angin therapy lif threatening ventricul arrhythm myocard infarct stroke congest heart fail within last six month pancreatic cancer diagnosis cardiovascular disease problems include unstable angina therapy life threaten ventricular arrhythmia myocardial infarction stroke congestive heart failure within last six months
5589,0,dexamethason acet dexamethasone acetate,least three week sint pri radiotherapy solit plasmacytom least three weeks since prior radiotherapy solitary plasmacytoma
5590,0,norgestim ethinyl estradiol drug combin norgestimate ethinyl estradiol drug combination,multipl myelom plasm cel neoplasm diagnos diseas charact multiple myeloma plasma cell neoplasm diagnosis disease characteristics
5591,1,metronidazol metronidazole,stag iv pancr cant diagnos pregn nurs wom stage iv pancreatic cancer diagnosis pregnant nurse women
5592,0,tacrolim tacrolimus,myelodysplast myeloprol neoplasm diagnos creatinin less_than doc mg dl creatinin clear greater_than seventy ml min myelodysplastic myeloproliferative neoplasms diagnosis creatinine less_than doc mg dl creatinine clearance greater_than seventy ml min
5593,1,propranolol propranolol,prim op breast cant diagnos paty ren fail meas creatinin level greater_than doc primary operable breast cancer diagnosis patients renal failure measure creatinine level greater_than doc
5594,1,crizotinib crizotinib,glioblastom diagnos rady therapy within two week start study tre glioblastoma diagnosis radiation therapy within two weeks start study treatment
5595,1,allostim allostim,melanom diagnos pri allog bon marrow stem cel solid org transpl melanoma diagnosis prior allogeneic bone marrow stem cell solid organ transplant
5596,0,two three blood sampl includ three month six month cas relaps two three blood sample inclusion three months six months case relapse,solid tum diagnos remit solid tumor diagnosis remission
5597,1,cediranib cediranib,recur glioblastom diagnos hist allerg react attribut compound simil chem biolog composit olaparib cediranib bevacizumab recurrent glioblastoma diagnosis history allergic reactions attribute compound similar chemical biologic composition olaparib cediranib bevacizumab
5598,0,epirubicin epirubicin,stag ii breast cant diagnos stag deem sufficy high risk develop recur diseas war particip stage ii breast cancer diagnosis stage deem sufficiently high risk develop recurrent disease warrant participation
5599,1,albuminbound paclitaxel albuminbound paclitaxel,sarcom osteog diagnos paty condit includ pres lab abnorm plac paty unacceiv risk particip study sarcoma osteogenic diagnosis patient condition include presence laboratory abnormalities place patient unacceptable risk participate study
5600,1,dexamethason acet dexamethasone acetate,lymphom diagnos follow regim may harm develop fet nurs child lymphoma diagnosis follow regimen may harmful develop fetus nurse child
5601,0,thalidomid thalidomide,non secret multipl myelom protein ser urin immunofix non secretory multiple myeloma protein serum urine immunofixation
5602,1,pembrolizumab pembrolizumab,carcinom non smal cel lung diagnos hist cur evid condit therapy lab abnorm might confound result tri interf subject particip ful dur tri best interest subject particip opin tre investig carcinoma non small cell lung diagnosis history current evidence condition therapy laboratory abnormality might confound result trial interfere subject participation full duration trial best interest subject participate opinion treat investigator
5603,1,thalidomid thalidomide,multipl myelom diagnos ag sixtysix year multiple myeloma diagnosis age sixtysix years
5604,1,cetuximab cetuximab,colorect cant metast diagnos urin protein excret greater_than eq two posit dipstick colorectal cancer metastatic diagnosis urinary protein excretion greater_than equal two positive dipstick
5605,0,prednisolon prednisolone,lymphom diagnos hep lymphoma diagnosis hepatic
5606,1,nbi funct nbi function,colon adenom diagnos emerg sev rect blee colon adenoma diagnosis emergency severe rectal bleed
5607,0,fluorouracil fluorouracil,rect cant diagnos paty must metast diseas liv least on les meas rec criter within four week pri entry study rectal cancer diagnosis patients must metastatic disease liver least one lesion measurable recist criteria within four weeks prior entry study
5608,1,pembrolizumab pembrolizumab,head neck cant diagnos paty may receiv investig ag chemotherapy immunotherapy radiotherapy molecul target ag within four week start study tre head neck cancer diagnosis patients may receive investigational agents chemotherapy immunotherapy radiotherapy molecular target agents within four weeks start study treatment
5609,0,antibody antibodies,malign ov mix epithel tum diagnos approv inform cons auth permit releas person heal inform must sign paty guard malignant ovarian mix epithelial tumor diagnosis approve inform consent authorization permit release personal health information must sign patient guardian
5610,0,bortezomib bortezomib,ds stag ii plasm cel myelom diagnos paty must poem syndrom plasm cel dyscras polyneuropathy_organomega endocrinopathy monoclon protein skin chang ds stage ii plasma cell myeloma diagnosis patients must poems syndrome plasma cell dyscrasia polyneuropathy_organomegaly endocrinopathy monoclonal protein skin change
5611,1,palbociclib palbociclib,estrog receiv posit breast cant diagnos qtc interv greater_than four hundr eightymsec brugad syndrom known hist qtc prolong torsad de point estrogen receptor positive breast cancer diagnosis qtc interval greater_than four hundred eightymsec brugada syndrome know history qtc prolongation torsade de point
5612,1,fludarabin fludarabine,recur mantl cel lymphom diagnos pregn recurrent mantle cell lymphoma diagnosis pregnancy
5613,1,niacinamid niacinamide,hepatocellul carcinom diagnos com known strong cypthreeafo inhibit cypthreeafo fiv induc hepatocellular carcinoma diagnosis comedication know strong cypthreeafour inhibitors cypthreeafour five inducers
5614,0,alemtuzumab alemtuzumab,recur adult lymphoblast lymphom diagnos don recurrent adult lymphoblastic lymphoma diagnosis donor
5615,0,survey admin survey administration,breast cant diagnos pri concur therapy breast cancer diagnosis prior concurrent therapy
5616,0,etoposid phosph etoposide phosphate,lymphom diagnos platelet count greater_than on hundr zero l unless decreas count due marrow involv nhl lymphoma diagnosis platelet count greater_than one hundred zero l unless decrease count due marrow involvement nhl
5617,1,bevacizumab bevacizumab,prim periton cant diagnos drug bevacizumab primary peritoneal cancer diagnosis drug bevacizumab
5618,0,paclitaxel paclitaxel,rhabdomyosarcom diagnos myelosuppress chemotherapy rhabdomyosarcoma diagnosis myelosuppressive chemotherapy
5619,0,antibody antibodies,ov cant diagnos pri concur therapy ovarian cancer diagnosis prior concurrent therapy
5620,1,paclitaxel paclitaxel,stag ii ov cant diagnos new york heart assocy nyh grad ii gre congest heart fail stage iia ovarian cancer diagnosis new york heart association nyha grade ii greater congestive heart failure
5621,0,tacrolim tacrolimus,multipl myelom plasm cel neoplasm diagnos syng don multiple myeloma plasma cell neoplasm diagnosis syngeneic donors
5622,1,letrozol letrozole,breast cant diagnos particip study involv investig drug phas iv within two week cur study tre begin breast cancer diagnosis participation study involve investigational drug phase iv within two weeks current study treatment begin
5623,1,lab biomark analys laboratory biomarker analysis,adult grad ii lymphomatoid granulomatos diagnos paty prevy uter ov ie remov elig adult grade iii lymphomatoid granulomatosis diagnosis patients previously uterus ovary ies remove eligible
5624,0,antibody monoclon antibodies monoclonal,kra nra wild typ colorect cant diagnos biopsy metast les requir kras nras wild type colorectal cancer diagnosis biopsy metastatic lesion require
5625,1,immunoglobulin immunoglobulins,stag ivb rect cant diagnos follow pri therapy stage ivb rectal cancer diagnosis follow prior therapies
5626,0,ispinesib ispinesib,stag iv prost cant diagnos psa greater_than fiv ng ml stage iv prostate cancer diagnosis psa greater_than five ng ml
5627,0,rituximab rituximab,mass ie least six cm left costal_margin progress symptom splenomegaly massive ie least six cm leave costal_margin progressive symptomatic splenomegaly
5628,1,antibody antibodies,lung cant diagnos paty nonmalign intercur il exampl cardiovascul pulmon cent nerv system diseas eith poor control cur avail tre sev investig deem unw ent paty protocol shal inelig lung cancer diagnosis patients nonmalignant intercurrent illness example cardiovascular pulmonary central nervous system disease either poorly control currently available treatment severity investigators deem unwise enter patient protocol shall ineligible
5629,0,idarubicin idarubicin,lymphom diagnos hiv neg lymphoma diagnosis hiv negative
5630,0,carboplatin carboplatin,sarcom diagnos radiograph nuclear im biopsy confirm diseas within past four week sarcoma diagnosis radiographic nuclear image biopsy confirmation disease within past four weeks
5631,0,dactinomycin dactinomycin,child ren wilm tum diagnos paty par leg guard must sign writ inform cons childhood renal wilms tumor diagnosis patients parent legal guardians must sign write inform consent
5632,1,magnet reson im mri magnetic resonance image mri,an cant paty diagnos hip prosthes anal cancer patients diagnosis hip prosthesis
5633,1,dalteparin dalteparin,bon cant diagnos r bone cancer diagnosis r
5634,0,docetaxel docetaxel,endomet cant diagnos paty charact endometrial cancer diagnosis patient characteristics
5635,1,melph melphalan,recur adult diffus mix cel lymphom diagnos pregn breast fee fem lact fem must agr breast fee tak lenalidomid recurrent adult diffuse mix cell lymphoma diagnosis pregnant breast feed females lactate females must agree breast fee take lenalidomide
5636,0,levoleucovorin levoleucovorin,colorect cant diagnos estim lif expect greater_than three month colorectal cancer diagnosis estimate life expectancy greater_than three months
5637,0,hormon hormones,hormon resist prost cant diagnos paty enrol calgb nin thousand two hundr two docu diseas progress receiv least four week op label zoledron acid tre elig study hormone resistant prostate cancer diagnosis patients enrol calgb ninety thousand two hundred two document disease progression receive least four weeks open label zoledronic acid treatment eligible study
5638,0,bortezomib bortezomib,ir melanom diagnos two pri immunotherapy regim eith adjuv metast set iris melanoma diagnosis two prior immunotherapy regimens either adjuvant metastatic set
5639,0,cyclosporin cyclosporine,refract hodgkin lymphom diagnos must less_than fiv marrow blast tim transpl refractory hodgkin lymphoma diagnosis must less_than five marrow blast time transplant
5640,0,etoposid etoposide,stag ii adult diffus smal cleav cel lymphom diagnos paty clin sign pulmon insufficy must diffus capac lung carbon monoxid dlco meas greater_than equal_than fifty predict valu stage iii adult diffuse small cleave cell lymphoma diagnosis patients clinical sign pulmonary insufficiency must diffusion capacity lung carbon monoxide dlco measure greater_than equal_than fifty predict value
5641,1,niacinamid niacinamide,hepatocellul carcinom diagnos bclc stag hepatocellular carcinoma diagnosis bclc stage
5642,0,lenograstim lenograstim,neuroblastom diagnos ag neuroblastoma diagnosis age
5643,0,ifosfamid ifosfamide,adult liposarcom diagnos pregn nurs paty undergo radiotherapy chemotherapy adult liposarcoma diagnosis pregnant nurse patients undergo radiotherapy chemotherapy
5644,0,capecitabin capecitabine,pancr cant diagnos ser creatinin less_than doc mg dl pancreatic cancer diagnosis serum creatinine less_than doc mg dl
5645,0,histon deacetylas inhibit histone deacetylase inhibitors,stag ii papil thyroid cant diagnos concur or iv bisphosphon bony metastas allow discret investig stage ii papillary thyroid cancer diagnosis concurrent oral iv bisphosphonates bony metastases allow discretion investigator
5646,1,oxaliplatin oxaliplatin,stag iv pancr cant diagnos combin follow posit posit posit c stage iv pancreatic cancer diagnosis combination follow positive positive positive c
5647,1,testosteron seventeen betacyp testosterone seventeen betacypionate,recur prost cant diagnos in provid inform cons recurrent prostate cancer diagnosis inability provide inform consent
5648,0,cisplatin cisplatin,stag iv oropharyng squam cel carcinom diagnos calc creatinin clear must greater_than sixty ml min us cockcroft gault formul stage iva oropharyngeal squamous cell carcinoma diagnosis calculate creatinine clearance must greater_than sixty ml min use cockcroft gault formula
5649,0,dkn01 dkn01,solid tum diagnos urinalys solid tumors diagnosis urinalysis
5650,0,gen express analys gene expression analysis,lymphom diagnos paty lymphoma diagnosis patients
5651,0,dexamethason dexamethasone,lymphom diagnos chemotherapy lymphoma diagnosis chemotherapy
5652,1,midazolam midazolam,solid tum diagnos pregn wom solid tumor diagnosis pregnant women
5653,0,temozolomid temozolomide,recur child supr embryon tum otherw spec diagnos stem cel transpl sct recurrent childhood supratentorial embryonal tumor otherwise specify diagnosis stem cell transplant sct
5654,0,vidarabin vidarabine,ren cel cant diagnos rady therapy surgery count tre renal cell cancer diagnosis radiation therapy surgery count treatment
5655,1,thalidomid thalidomide,smal intestin lymphom diagnos act grad ii iv acut graft vers host diseas gvhd small intestine lymphoma diagnosis active grade iii iv acute graft versus host disease gvhd
5656,1,cisplatin cisplatin,gast cant diagnos cur particip receiv study therapy particip study investig ag receiv study therapy us investig dev within four week first dos tre gastric cancer diagnosis currently participate receive study therapy participate study investigational agent receive study therapy use investigational device within four weeks first dose treatment
5657,0,mal acid maleic acid,stag intraocul melanom diagnos ecog perform statusequal_than less_than two karnofskygreater_than equal_than sixty stage intraocular melanoma diagnosis ecog performance statusequal_than less_than two karnofskygreater_than equal_than sixty
5658,1,paclitaxel paclitaxel,recur adenoid cyst carcinom or cav diagnos hist sign periph neuropathy sign cent nerv system diseas recurrent adenoid cystic carcinoma oral cavity diagnosis history significant peripheral neuropathy significant central nervous system disease
5659,1,etoposid etoposide,adv solid tum diagnos maj surgery less_than two week start study drug incomplet recovery pri maj surg proc advance solid tumor diagnosis major surgery less_than two weeks start study drug incomplete recovery prior major surgical procedure
5660,1,morphin morphine,lung neoplasm diagnos oxyg tre chang twenty min start lung neoplasms diagnosis oxygen treatment change twenty min start
5661,1,fluorouracil fluorouracil,colorect cant diagnos uncontrol art hypertend systol press greater_than on hundr fifty mmhg diastol press greater_than on hundr mmhg without antihypertend med colorectal cancer diagnosis uncontrolled arterial hypertension systolic pressure greater_than one hundred fifty mmhg diastolic pressure greater_than one hundred mmhg without antihypertensive medication
5662,0,tacrolim tacrolimus,stag ii adult burkit lymphom diagnos complet cytogenet remit stage iii adult burkitt lymphoma diagnosis complete cytogenetic remission
5663,1,third ey retroscop auxy im system third eye retroscope auxiliary image system,colorect cant diagnos paty pregn colorectal cancer diagnosis patients pregnant
5664,0,cyclosporin cyclosporins,contigu stag ii adult diffus smal cleav cel lymphom diagnos cron unconfirmed_cruone contiguous stage ii adult diffuse small cleave cell lymphoma diagnosis crone unconfirmed_cruone
5665,1,tacrolim tacrolimus,recur mantl cel lymphom diagnos twenty zero circ cdtwenty posit cel ul recurrent mantle cell lymphoma diagnosis twenty zero circulate cdtwenty positive cells ul
5666,0,itraconazol itraconazole,skin cant diagnos cons research us bcc tissu skin cancer diagnosis consent research use bcc tissue
5667,1,sirolim sirolimus,stag iiib breast cant diagnos pregn nurs lact wom stage iiib breast cancer diagnosis pregnant nurse lactate women
5668,0,dexamethason dexamethasone,smold multipl myelom diagnos study particip must reg mand revlimid_rems program wil abl comply requir rem program smolder multiple myeloma diagnosis study participants must register mandatory revlimid_rems program will able comply requirements rems program
5669,1,liposom doxorubicin liposomal doxorubicin,pri system tre regim breast cant prior systemic treatment regimens breast cancer
5670,1,bevacizumab bevacizumab,malign pancr gastrinom diagnos sery non heal wound ulc bon fract malignant pancreatic gastrinoma diagnosis serious non heal wind ulcer bone fracture
5671,1,sunitinib sunitinib,stag iv thyroid gland papil carcinom diagnos hist allerg react attribut compound simil chem biolog composit sunitinib stage iva thyroid gland papillary carcinoma diagnosis history allergic reactions attribute compound similar chemical biologic composition sunitinib
5672,0,antibody antibodies,lymphom diagnos pulmon lymphoma diagnosis pulmonary
5673,1,cortison cortisone,stag iib hodgkin lymphom diagnos sex act paty reproduc pot agree us effect contraceiv method dur study particip thirty day last dos chemotherapy stage iib hodgkin lymphoma diagnosis sexually active patients reproductive potential agree use effective contraceptive method duration study participation thirty days last dose chemotherapy
5674,0,lab biomark analys laboratory biomarker analysis,stag ii ren cel cant diagnos colon stage iii renal cell cancer diagnosis colon
5675,0,melph melphalan,pri tre less_than four day tot four00 mg prednison equ pot anoth steroid myelom consid regim prior treatment less_than four days total four00 mg prednisone equivalent potency another steroid myeloma consider regimen
5676,1,immunoglobulin g immunoglobulin g,child pleomorph rhabdomyosarcom diagnos gre ninetyfiveth_percentile systol diastol blood press bas ag height control on antihypertend med childhood pleomorphic rhabdomyosarcoma diagnosis greater ninetyfiveth_percentile systolic diastolic blood pressure base age height control one antihypertensive medication
5677,1,lab biomark analys laboratory biomarker analysis,gastrin_producing neuroendocrin tum diagnos hist abdomin fistul gastrointestin perf intr abdomin abscess within twentyeight day tre gastrin_producing neuroendocrine tumor diagnosis history abdominal fistula gastrointestinal perforation intra abdominal abscess within twentyeight days treatment
5678,1,dexamethason dexamethasone,stag ii lymphoblast lymphom diagnos sex act paty reproduc pot elig unless agree us effect contraceiv method dur study particip stage ii lymphoblastic lymphoma diagnosis sexually active patients reproductive potential eligible unless agree use effective contraceptive method duration study participation
5679,0,lenalidomid lenalidomide,stag ii grad two follicul lymphom diagnos paty must wil giv writ inform cons sign institut approv cons form perform study rel proc part norm med car understand cons may withdrawn subject tim without prejud fut med car stage iii grade two follicular lymphoma diagnosis patients must will give write inform consent sign institutionally approve consent form performance study relate procedure part normal medical care understand consent may withdraw subject time without prejudice future medical care
5680,1,alemtuzumab alemtuzumab,child nas typ extranod nk cel lymphom diagnos paty poor control hypertend multipl antihypertend childhood nasal type extranodal nk cell lymphoma diagnosis patient poorly control hypertension multiple antihypertensives
5681,0,irinotec irinotecan,stag iv squam cel carcinom nasopharynx diagnos creatinin gre doc tim uln stage iv squamous cell carcinoma nasopharynx diagnosis creatinine greater doc time uln
5682,1,everolim everolimus,recur malign neoplasm diagnos high effect contraceiv mal condom spermicid diaphragm spermicid intr uterin dev tot abstin must us sex study must continu six month end study tre not recurrent malignant neoplasm diagnosis highly effective contraception male condom spermicide diaphragm spermicide intra uterine device total abstinence must use sex study must continue six months end study treatment note
5683,0,aromatas inhibit aromatase inhibitors,stag ii breast cant diagnos hypersensit letrozol zoledron acid excipy stage iiic breast cancer diagnosis hypersensitivity letrozole zoledronic acid excipients
5684,0,nivolumab nivolumab,pancr acin cel carcinom diagnos baselin assess must complet within twentyeight day pri reg pancreatic acinar cell carcinoma diagnosis baseline assessments must complete within twentyeight days prior registration
5685,0,niacinamid niacinamide,recur colon carcinom diagnos lif expect greater_than equal_than eightyfo day three month recurrent colon carcinoma diagnosis life expectancy greater_than equal_than eightyfour days three months
5686,0,sorafenib sorafenib,unt metast squam neck cant occult prim diagnos ecog perform stat zero on two untreated metastatic squamous neck cancer occult primary diagnosis ecog performance status zero one two
5687,0,albuminbound paclitaxel albuminbound paclitaxel,stag iiib non smal cel lung cant diagnos known brain metastas contrast enh ct scan gadolin enh mri brain stage iiib non small cell lung cancer diagnosis know brain metastases contrast enhance ct scan gadolinium enhance mri brain
5688,0,antibody antibodies,breast neoplasm diagnos wil provid tissu new obtain cor excid biopsy tumo les breast neoplasms diagnosis will provide tissue newly obtain core excisional biopsy tumour lesion
5689,0,paclitaxel paclitaxel,ov cant diagnos ren ovarian cancer diagnosis renal
5690,1,cyclophosphamid cyclophosphamide,stag adult diffus mix cel lymphom diagnos us expery drug within twentyeight day baselin stage adult diffuse mix cell lymphoma diagnosis use experimental drug within twentyeight days baseline
5691,1,bortezomib bortezomib,refract multipl myelom diagnos paty hist allergy boron mannitol bortezomib refractory multiple myeloma diagnosis patient history allergy boron mannitol bortezomib
5692,0,melph melphalan,colorect cant diagnos bilirubin less doc mg dl doc mg dl paty gilbert syndrom colorectal cancer diagnosis bilirubin less doc mg dl doc mg dl patients gilbert syndrome
5693,0,cisplatin cisplatin,endomet adenosquam carcinom diagnos paty may receiv pri hormon therapy system chemotherapy therapy must complet least six month pri study entry paty clear evid diseas subsequ therapy paty must receiv neoadjuv chemotherapy pres recur diseas endometrial adenosquamous carcinoma diagnosis patients may receive prior hormone therapy systemic chemotherapy therapy must complete least six months prior study entry patient clear evidence disease subsequent therapy patients must receive neoadjuvant chemotherapy present recurrent disease
5694,1,atamest atamestane,sign neurolog dysfunct includ seiz clin sign sign neurolog diseas act malign within past fiv year exceiv bas cel skin cant carcinom situ cervix contraind torem excipy excipy atamest pregn nurs significant neurological dysfunction include seizures clinical sign significant neurological diseases active malignancy within past five years except basal cell skin cancer carcinoma situ cervix contraindication toremifene excipients excipients atamestane pregnant nurse
5695,1,lab biomark analys laboratory biomarker analysis,recur breast cant diagnos paty sign cardiac diseas includ heart fail meet new york heart assocy nyh class ii iv definit hist myocard infarct within on year study entry uncontrol dysrhythmia poor control angin exclud recurrent breast cancer diagnosis patients significant cardiac disease include heart failure meet new york heart association nyha class iii iv definitions history myocardial infarction within one year study entry uncontrolled dysrhythmias poorly control angina exclude
5696,1,mycophenol mofetil mycophenolate mofetil,periph cel lymphom diagnos hist cent nerv system cns involv diseas peripheral cell lymphoma diagnosis history central nervous system cns involvement disease
5697,0,tamox tamoxifen,sarcom diagnos perform stat sarcoma diagnosis performance status
5698,0,prednisolon phosph prednisolone phosphate,lymphom diagnos concur diseas would dang alt drug metabol obsc tox lymphoma diagnosis concurrent disease would dangerously alter drug metabolism obscure toxicity
5699,1,prednisolon phosph prednisolone phosphate,diffus larg cel lymphom diagnos pres limit comprom paty abl comply tre diffuse large cell lymphoma diagnosis presence limitations compromise patient ability comply treatment
5700,1,rasburicas rasburicase,tum diagnos plan tre rituximab tumors diagnosis plan treatment rituximab
5701,1,therapeut allog lymphocyt therapeutic allogeneic lymphocytes,intraocul lymphom diagnos diagnos cml exceiv paty fail pri don leukocyt infus minim cel dos onexone0 eight cel kg intraocular lymphoma diagnosis diagnosis cml except patients fail prior donor leukocyte infusion minimum cell dose onexone0 eight cells kg
5702,0,thymalfasin thymalfasin,esoph cant diagnos zero on esophageal cancer diagnosis zero one
5703,1,rituximab rituximab,noncontigu stag ii smal lymphocys lymphom diagnos unrel don produc receiv deutsche_knochenmarkspenderdatei dkms_registry elig opt study noncontiguous stage ii small lymphocytic lymphoma diagnosis unrelated donor products receive deutsche_knochenmarkspenderdatei dkms_registry eligible optional study
5704,0,selumetinib selumetinib,stag iv thyroid gland papil carcinom diagnos tot bilirubin norm stage iv thyroid gland papillary carcinoma diagnosis total bilirubin normal
5705,1,dexamethason acet dexamethasone acetate,multipl myelom diagnos lab abnorm multiple myeloma diagnosis laboratory abnormalities
5706,0,bortezomib bortezomib,refract multipl myelom diagnos ser creatinin equal_than less_than doc refractory multiple myeloma diagnosis serum creatinine equal_than less_than doc
5707,0,antibody monoclon antibodies monoclonal,recur pancr cant diagnos uncontrol hypertend recurrent pancreatic cancer diagnosis uncontrolled hypertension
5708,1,adjuv immunolog adjuvants immunologic,glioblastom diagnos whit blood cel count wbc decreas less_than doc xon hundr nin increas greater_than on doc xon hundr nin l glioblastoma diagnosis white blood cell count wbc decrease less_than doc xone hundred nine increase greater_than one doc xone hundred nine l
5709,1,antibody monoclon antibodies monoclonal,metast gastrointestin carcinoid tum diagnos paty chemotherapy radiotherapy within four week six week nitrosourea mitomycin pri ent study recov advers ev due ag admin four week ear metastatic gastrointestinal carcinoid tumor diagnosis patients chemotherapy radiotherapy within four weeks six weeks nitrosoureas mitomycin prior enter study recover adverse events due agents administer four weeks earlier
5710,1,chemoprev chemoprevention,stag ivb sal gland cant diagnos although known advers effect black_raspberries upon fet paty becom pregn period lyophilized_black raspberries_lbr admin lbr discontinu paty remov study howev emphas giv food bas study risk lik extrem low ev though particip becom pregn recommend act contraceiv wom rath particip becom pregn not study doct lik remov study expect log risk men fath child contraceiv recommend men stage ivb salivary gland cancer diagnosis although know adverse effect black_raspberries upon fetus patients become pregnant period lyophilized_black raspberries_lbr administration lbr discontinue patient remove study however emphasize give food base study risk likely extremely low even though participant become pregnant recommend active contraception women rather participants become pregnant notify study doctor likely remove study expect logical risk men father child contraception recommend men
5711,0,cortison cortisone,plasmablast lymphom diagnos although requir enco myc bcl two meas immunohistochem ihc clear docu plasmablastic lymphoma diagnosis although require encourage myc bcl two measure immunohistochemistry ihc clearly document
5712,1,olaparib olaparib,fallop tub cant diagnos paty sery non heal wound ulc bon fract includ hist abdomin fistul gastrointestin perf intr abdomin abscess within twentyeight day fallopian tube cancer diagnosis patients serious non heal wind ulcer bone fracture include history abdominal fistula gastrointestinal perforation intra abdominal abscess within twentyeight days
